t,x,y,team,player,won,tstd,tsync,tper,tier,zone
166700,14,57,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,1000,0,0,VeryHigh,toplane radiant
166700,14,57,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,1000,1,5.55545370557095e-07,VeryHigh,toplane radiant
167433,15,59,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,1733,2,1.11109074111419e-06,VeryHigh,toplane radiant
168500,15,62,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,2800,3,1.66663611167129e-06,VeryHigh,toplane radiant
169633,15,65,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,3933,4,2.22218148222838e-06,VeryHigh,toplane radiant
170366,16,67,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,4666,5,2.77772685278548e-06,VeryHigh,toplane radiant
171700,17,70,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,6000,6,3.33327222334257e-06,VeryHigh,toplane radiant
172633,17,73,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,6933,7,3.88881759389967e-06,VeryHigh,toplane radiant
173366,17,75,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,7666,8,4.44436296445676e-06,VeryHigh,toplane radiant
174700,16,78,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,9000,9,4.99990833501386e-06,VeryHigh,toplane radiant
175433,17,80,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,9733,10,5.55545370557095e-06,VeryHigh,toplane dire
176566,17,83,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,10866,11,6.11099907612805e-06,VeryHigh,toplane dire
177633,17,86,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,11933,12,6.66654444668514e-06,VeryHigh,toplane dire
178633,19,87,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,12933,13,7.22208981724224e-06,VeryHigh,void dire
179433,21,88,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,13733,14,7.77763518779933e-06,VeryHigh,jungle dire
180700,24,90,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,15000,15,8.33318055835643e-06,VeryHigh,jungle dire
181500,26,91,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,15800,16,8.88872592891353e-06,VeryHigh,jungle dire
182700,29,92,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,17000,17,9.44427129947062e-06,VeryHigh,jungle dire
183433,31,92,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,17733,18,9.99981667002772e-06,VeryHigh,jungle dire
184500,33,93,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,18800,19,1.05553620405848e-05,VeryHigh,jungle dire
185233,33,95,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,19533,20,1.11109074111419e-05,VeryHigh,jungle dire
186633,35,93,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,20933,21,1.1666452781699e-05,VeryHigh,jungle dire
187366,36,91,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,21666,22,1.22219981522561e-05,VeryHigh,jungle dire
188166,38,90,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,22466,23,1.27775435228132e-05,VeryHigh,jungle dire
189366,39,90,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,23666,24,1.33330888933703e-05,VeryHigh,jungle dire
190500,42,89,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,24800,25,1.38886342639274e-05,VeryHigh,jungle dire
191700,45,88,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,26000,26,1.44441796344845e-05,VeryHigh,jungle dire
192566,47,87,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,26866,27,1.49997250050416e-05,VeryHigh,jungle dire
193633,50,87,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,27933,28,1.55552703755987e-05,VeryHigh,jungle dire
194433,52,88,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,28733,29,1.61108157461558e-05,VeryHigh,jungle dire
195633,54,90,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,29933,30,1.66663611167129e-05,VeryHigh,jungle dire
196566,55,89,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,30866,31,1.722190648727e-05,VeryHigh,jungle dire
197700,55,86,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,32000,32,1.77774518578271e-05,VeryHigh,jungle dire
198433,53,86,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,32733,33,1.83329972283841e-05,VeryHigh,jungle dire
199500,50,86,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,33800,34,1.88885425989412e-05,VeryHigh,jungle dire
200633,47,86,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,34933,35,1.94440879694983e-05,VeryHigh,jungle dire
201700,46,83,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,36000,36,1.99996333400554e-05,VeryHigh,jungle dire
202633,44,81,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,36933,37,2.05551787106125e-05,VeryHigh,void dire
203433,44,79,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,37733,38,2.11107240811696e-05,VeryHigh,river
204633,45,76,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,38933,39,2.16662694517267e-05,VeryHigh,river
205233,46,75,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,39533,40,2.22218148222838e-05,VeryHigh,river
205766,45,74,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,40066,41,2.27773601928409e-05,VeryHigh,river
207700,46,72,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,42000,42,2.3332905563398e-05,VeryHigh,river
208566,48,72,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,42866,43,2.38884509339551e-05,VeryHigh,river
209500,46,74,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,43800,44,2.44439963045122e-05,VeryHigh,river
210700,44,77,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,45000,45,2.49995416750693e-05,VeryHigh,river
211500,44,79,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,45800,46,2.55550870456264e-05,VeryHigh,river
212633,44,82,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,46933,47,2.61106324161835e-05,VeryHigh,jungle dire
213566,46,84,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,47866,48,2.66661777867406e-05,VeryHigh,jungle dire
214633,48,86,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,48933,49,2.72217231572977e-05,VeryHigh,jungle dire
215633,50,85,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,49933,50,2.77772685278548e-05,VeryHigh,jungle dire
216633,53,84,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,50933,51,2.83328138984119e-05,VeryHigh,jungle dire
217433,55,83,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,51733,52,2.8888359268969e-05,VeryHigh,jungle dire
218633,58,82,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,52933,53,2.94439046395261e-05,VeryHigh,jungle dire
219366,59,80,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,53666,54,2.99994500100831e-05,VeryHigh,jungle dire
220700,61,77,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,55000,55,3.05549953806402e-05,VeryHigh,jungle dire
221500,62,75,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,55800,56,3.11105407511973e-05,VeryHigh,jungle dire
222366,64,74,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,56666,57,3.16660861217544e-05,VeryHigh,jungle dire
222366,64,74,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,56666,58,3.22216314923115e-05,VeryHigh,jungle dire
222366,64,74,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,56666,59,3.27771768628686e-05,VeryHigh,jungle dire
222366,64,74,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,56666,60,3.33327222334257e-05,VeryHigh,jungle dire
222366,64,74,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,56666,61,3.38882676039828e-05,VeryHigh,jungle dire
227633,65,75,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,61933,62,3.44438129745399e-05,VeryHigh,midlane dire
228500,67,76,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,62800,63,3.4999358345097e-05,VeryHigh,midlane dire
229633,68,76,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,63933,64,3.55549037156541e-05,VeryHigh,midlane dire
230633,65,75,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,64933,65,3.61104490862112e-05,VeryHigh,midlane dire
231566,63,73,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,65866,66,3.66659944567683e-05,VeryHigh,midlane dire
231966,63,72,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,66266,67,3.72215398273254e-05,VeryHigh,midlane dire
231966,63,72,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,66266,68,3.77770851978825e-05,VeryHigh,midlane dire
231966,63,72,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,66266,69,3.83326305684396e-05,VeryHigh,midlane dire
231966,63,72,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,66266,70,3.88881759389967e-05,VeryHigh,midlane dire
231966,63,72,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,66266,71,3.94437213095538e-05,VeryHigh,midlane dire
231966,63,72,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,66266,72,3.99992666801109e-05,VeryHigh,midlane dire
231966,63,72,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,66266,73,4.0554812050668e-05,VeryHigh,midlane dire
231966,63,72,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,66266,74,4.11103574212251e-05,VeryHigh,midlane dire
240033,63,72,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,74333,75,4.16659027917821e-05,VeryHigh,midlane dire
241100,63,70,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,75400,76,4.22214481623392e-05,VeryHigh,midlane dire
242500,62,67,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,76800,77,4.27769935328963e-05,VeryHigh,midlane dire
243500,60,68,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,77800,78,4.33325389034534e-05,VeryHigh,jungle dire
244633,57,69,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,78933,79,4.38880842740105e-05,VeryHigh,jungle dire
245433,55,69,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,79733,80,4.44436296445676e-05,VeryHigh,void dire
246566,52,69,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,80866,81,4.49991750151247e-05,VeryHigh,river
247433,50,71,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,81733,82,4.55547203856818e-05,VeryHigh,river
248633,48,73,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,82933,83,4.61102657562389e-05,VeryHigh,river
249700,45,74,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,84000,84,4.6665811126796e-05,VeryHigh,river
250700,43,76,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,85000,85,4.72213564973531e-05,VeryHigh,river
251433,41,77,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,85733,86,4.77769018679102e-05,VeryHigh,river
252633,38,78,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,86933,87,4.83324472384673e-05,VeryHigh,river
253433,36,79,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,87733,88,4.88879926090244e-05,VeryHigh,river
254566,33,80,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,88866,89,4.94435379795815e-05,VeryHigh,river
255700,30,80,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,90000,90,4.99990833501386e-05,VeryHigh,river
256433,28,81,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,90733,91,5.05546287206957e-05,VeryHigh,river
257633,25,82,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,91933,92,5.11101740912528e-05,VeryHigh,river
258700,22,82,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,93000,93,5.16657194618099e-05,VeryHigh,river
259433,20,83,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,93733,94,5.2221264832367e-05,VeryHigh,river
260566,17,83,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,94866,95,5.27768102029241e-05,VeryHigh,toplane dire
261566,16,86,radiant,%EC%9D%B4%EB%AA%A8%EC%8B%A0,1,95866,96,5.33323555734812e-05,VeryHigh,toplane dire
