t,x,y,team,player,won,tstd,tsync,tper,tier,zone
221200,98,27,radiant,Aniquila_1000,1,934,0,0,Normal,jungle radiant
221200,98,27,radiant,Aniquila_1000,1,934,1,2.64526960984654e-07,Normal,jungle radiant
222266,101,26,radiant,Aniquila_1000,1,2000,2,5.29053921969308e-07,Normal,jungle radiant
222866,102,25,radiant,Aniquila_1000,1,2600,3,7.93580882953962e-07,Normal,jungle radiant
224200,100,23,radiant,Aniquila_1000,1,3934,4,1.05810784393862e-06,Normal,jungle radiant
224866,99,22,radiant,Aniquila_1000,1,4600,5,1.32263480492327e-06,Normal,jungle radiant
226133,97,20,radiant,Aniquila_1000,1,5867,6,1.58716176590792e-06,Normal,jungle radiant
226866,96,18,radiant,Aniquila_1000,1,6600,7,1.85168872689258e-06,Normal,jungle radiant
228133,96,15,radiant,Aniquila_1000,1,7867,8,2.11621568787723e-06,Normal,bottomlane radiant
228800,97,14,radiant,Aniquila_1000,1,8534,9,2.38074264886189e-06,Normal,bottomlane radiant
228800,97,14,radiant,Aniquila_1000,1,8534,10,2.64526960984654e-06,Normal,bottomlane radiant
228800,97,14,radiant,Aniquila_1000,1,8534,11,2.90979657083119e-06,Normal,bottomlane radiant
228800,97,14,radiant,Aniquila_1000,1,8534,12,3.17432353181585e-06,Normal,bottomlane radiant
228800,97,14,radiant,Aniquila_1000,1,8534,13,3.4388504928005e-06,Normal,bottomlane radiant
228800,97,14,radiant,Aniquila_1000,1,8534,14,3.70337745378516e-06,Normal,bottomlane radiant
228800,97,14,radiant,Aniquila_1000,1,8534,15,3.96790441476981e-06,Normal,bottomlane radiant
236133,98,13,radiant,Aniquila_1000,1,15867,16,4.23243137575446e-06,Normal,bottomlane radiant
237133,100,14,radiant,Aniquila_1000,1,16867,17,4.49695833673912e-06,Normal,bottomlane radiant
238000,102,15,radiant,Aniquila_1000,1,17734,18,4.76148529772377e-06,Normal,bottomlane radiant
239066,104,16,radiant,Aniquila_1000,1,18800,19,5.02601225870843e-06,Normal,bottomlane radiant
240133,103,15,radiant,Aniquila_1000,1,19867,20,5.29053921969308e-06,Normal,bottomlane radiant
241000,101,14,radiant,Aniquila_1000,1,20734,21,5.55506618067773e-06,Normal,bottomlane radiant
241933,99,13,radiant,Aniquila_1000,1,21667,22,5.81959314166239e-06,Normal,bottomlane radiant
243000,99,12,radiant,Aniquila_1000,1,22734,23,6.08412010264704e-06,Normal,bottomlane radiant
244133,98,11,radiant,Aniquila_1000,1,23867,24,6.3486470636317e-06,Normal,bottomlane radiant
244933,96,11,radiant,Aniquila_1000,1,24667,25,6.61317402461635e-06,Normal,bottomlane radiant
246000,95,10,radiant,Aniquila_1000,1,25734,26,6.877700985601e-06,Normal,bottomlane radiant
246000,95,10,radiant,Aniquila_1000,1,25734,27,7.14222794658566e-06,Normal,bottomlane radiant
248133,97,11,radiant,Aniquila_1000,1,27867,28,7.40675490757031e-06,Normal,bottomlane radiant
249266,99,13,radiant,Aniquila_1000,1,29000,29,7.67128186855497e-06,Normal,bottomlane radiant
250133,101,14,radiant,Aniquila_1000,1,29867,30,7.93580882953962e-06,Normal,bottomlane radiant
251200,103,16,radiant,Aniquila_1000,1,30934,31,8.20033579052427e-06,Normal,bottomlane radiant
251800,104,17,radiant,Aniquila_1000,1,31534,32,8.46486275150893e-06,Normal,bottomlane radiant
253066,106,19,radiant,Aniquila_1000,1,32800,33,8.72938971249358e-06,Normal,bottomlane radiant
254066,105,18,radiant,Aniquila_1000,1,33800,34,8.99391667347824e-06,Normal,bottomlane radiant
254866,107,19,radiant,Aniquila_1000,1,34600,35,9.25844363446289e-06,Normal,bottomlane radiant
256266,106,17,radiant,Aniquila_1000,1,36000,36,9.52297059544754e-06,Normal,bottomlane radiant
257133,104,16,radiant,Aniquila_1000,1,36867,37,9.7874975564322e-06,Normal,bottomlane radiant
258266,106,18,radiant,Aniquila_1000,1,38000,38,1.00520245174169e-05,Normal,bottomlane radiant
259133,106,19,radiant,Aniquila_1000,1,38867,39,1.03165514784015e-05,Normal,bottomlane radiant
260066,106,18,radiant,Aniquila_1000,1,39800,40,1.05810784393862e-05,Normal,bottomlane radiant
261133,105,18,radiant,Aniquila_1000,1,40867,41,1.08456054003708e-05,Normal,bottomlane radiant
261733,105,18,radiant,Aniquila_1000,1,41467,42,1.11101323613555e-05,Normal,bottomlane radiant
263266,103,17,radiant,Aniquila_1000,1,43000,43,1.13746593223401e-05,Normal,bottomlane radiant
264133,104,15,radiant,Aniquila_1000,1,43867,44,1.16391862833248e-05,Normal,bottomlane radiant
265066,102,14,radiant,Aniquila_1000,1,44800,45,1.19037132443094e-05,Normal,bottomlane radiant
266266,100,13,radiant,Aniquila_1000,1,46000,46,1.21682402052941e-05,Normal,bottomlane radiant
267266,97,12,radiant,Aniquila_1000,1,47000,47,1.24327671662787e-05,Normal,bottomlane radiant
267933,96,11,radiant,Aniquila_1000,1,47667,48,1.26972941272634e-05,Normal,bottomlane radiant
267933,96,11,radiant,Aniquila_1000,1,47667,49,1.2961821088248e-05,Normal,bottomlane radiant
267933,96,11,radiant,Aniquila_1000,1,47667,50,1.32263480492327e-05,Normal,bottomlane radiant
267933,96,11,radiant,Aniquila_1000,1,47667,51,1.34908750102174e-05,Normal,bottomlane radiant
272000,98,12,radiant,Aniquila_1000,1,51734,52,1.3755401971202e-05,Normal,bottomlane radiant
273133,100,14,radiant,Aniquila_1000,1,52867,53,1.40199289321867e-05,Normal,bottomlane radiant
274066,102,15,radiant,Aniquila_1000,1,53800,54,1.42844558931713e-05,Normal,bottomlane radiant
275133,104,17,radiant,Aniquila_1000,1,54867,55,1.4548982854156e-05,Normal,bottomlane radiant
276200,106,18,radiant,Aniquila_1000,1,55934,56,1.48135098151406e-05,Normal,bottomlane radiant
276733,107,19,radiant,Aniquila_1000,1,56467,57,1.50780367761253e-05,Normal,bottomlane radiant
278200,106,17,radiant,Aniquila_1000,1,57934,58,1.53425637371099e-05,Normal,bottomlane radiant
279066,106,18,radiant,Aniquila_1000,1,58800,59,1.56070906980946e-05,Normal,bottomlane radiant
280133,105,18,radiant,Aniquila_1000,1,59867,60,1.58716176590792e-05,Normal,bottomlane radiant
281133,105,17,radiant,Aniquila_1000,1,60867,61,1.61361446200639e-05,Normal,bottomlane radiant
282000,105,16,radiant,Aniquila_1000,1,61734,62,1.64006715810485e-05,Normal,bottomlane radiant
283200,106,17,radiant,Aniquila_1000,1,62934,63,1.66651985420332e-05,Normal,bottomlane radiant
283800,104,17,radiant,Aniquila_1000,1,63534,64,1.69297255030179e-05,Normal,bottomlane radiant
285133,104,17,radiant,Aniquila_1000,1,64867,65,1.71942524640025e-05,Normal,bottomlane radiant
286000,105,17,radiant,Aniquila_1000,1,65734,66,1.74587794249872e-05,Normal,bottomlane radiant
287000,103,15,radiant,Aniquila_1000,1,66734,67,1.77233063859718e-05,Normal,bottomlane radiant
287800,103,14,radiant,Aniquila_1000,1,67534,68,1.79878333469565e-05,Normal,bottomlane radiant
288933,102,14,radiant,Aniquila_1000,1,68667,69,1.82523603079411e-05,Normal,bottomlane radiant
290000,102,14,radiant,Aniquila_1000,1,69734,70,1.85168872689258e-05,Normal,bottomlane radiant
291000,101,14,radiant,Aniquila_1000,1,70734,71,1.87814142299104e-05,Normal,bottomlane radiant
292133,101,14,radiant,Aniquila_1000,1,71867,72,1.90459411908951e-05,Normal,bottomlane radiant
293133,103,15,radiant,Aniquila_1000,1,72867,73,1.93104681518797e-05,Normal,bottomlane radiant
294000,103,14,radiant,Aniquila_1000,1,73734,74,1.95749951128644e-05,Normal,bottomlane radiant
294666,104,15,radiant,Aniquila_1000,1,74400,75,1.98395220738491e-05,Normal,bottomlane radiant
296133,104,14,radiant,Aniquila_1000,1,75867,76,2.01040490348337e-05,Normal,bottomlane radiant
297133,105,14,radiant,Aniquila_1000,1,76867,77,2.03685759958184e-05,Normal,bottomlane radiant
298200,105,14,radiant,Aniquila_1000,1,77934,78,2.0633102956803e-05,Normal,bottomlane radiant
299133,103,13,radiant,Aniquila_1000,1,78867,79,2.08976299177877e-05,Normal,bottomlane radiant
300066,103,13,radiant,Aniquila_1000,1,79800,80,2.11621568787723e-05,Normal,bottomlane radiant
300066,103,13,radiant,Aniquila_1000,1,79800,81,2.1426683839757e-05,Normal,bottomlane radiant
302200,103,14,radiant,Aniquila_1000,1,81934,82,2.16912108007416e-05,Normal,bottomlane radiant
303000,103,14,radiant,Aniquila_1000,1,82734,83,2.19557377617263e-05,Normal,bottomlane radiant
304133,104,14,radiant,Aniquila_1000,1,83867,84,2.22202647227109e-05,Normal,bottomlane radiant
305200,105,15,radiant,Aniquila_1000,1,84934,85,2.24847916836956e-05,Normal,bottomlane radiant
305733,104,15,radiant,Aniquila_1000,1,85467,86,2.27493186446802e-05,Normal,bottomlane radiant
306600,105,15,radiant,Aniquila_1000,1,86334,87,2.30138456056649e-05,Normal,bottomlane radiant
307733,103,15,radiant,Aniquila_1000,1,87467,88,2.32783725666496e-05,Normal,bottomlane radiant
308733,104,14,radiant,Aniquila_1000,1,88467,89,2.35428995276342e-05,Normal,bottomlane radiant
309466,103,14,radiant,Aniquila_1000,1,89200,90,2.38074264886189e-05,Normal,bottomlane radiant
311266,102,15,radiant,Aniquila_1000,1,91000,91,2.40719534496035e-05,Normal,bottomlane radiant
312000,104,14,radiant,Aniquila_1000,1,91734,92,2.43364804105882e-05,Normal,bottomlane radiant
313133,103,14,radiant,Aniquila_1000,1,92867,93,2.46010073715728e-05,Normal,bottomlane radiant
314000,104,14,radiant,Aniquila_1000,1,93734,94,2.48655343325575e-05,Normal,bottomlane radiant
315066,103,14,radiant,Aniquila_1000,1,94800,95,2.51300612935421e-05,Normal,bottomlane radiant
316266,102,13,radiant,Aniquila_1000,1,96000,96,2.53945882545268e-05,Normal,bottomlane radiant
317133,100,14,radiant,Aniquila_1000,1,96867,97,2.56591152155114e-05,Normal,bottomlane radiant
318000,98,14,radiant,Aniquila_1000,1,97734,98,2.59236421764961e-05,Normal,bottomlane radiant
319266,99,13,radiant,Aniquila_1000,1,99000,99,2.61881691374807e-05,Normal,bottomlane radiant
319933,100,13,radiant,Aniquila_1000,1,99667,100,2.64526960984654e-05,Normal,bottomlane radiant
321066,102,14,radiant,Aniquila_1000,1,100800,101,2.67172230594501e-05,Normal,bottomlane radiant
322266,102,14,radiant,Aniquila_1000,1,102000,102,2.69817500204347e-05,Normal,bottomlane radiant
323200,102,16,radiant,Aniquila_1000,1,102934,103,2.72462769814194e-05,Normal,bottomlane radiant
324066,104,17,radiant,Aniquila_1000,1,103800,104,2.7510803942404e-05,Normal,bottomlane radiant
325000,106,17,radiant,Aniquila_1000,1,104734,105,2.77753309033887e-05,Normal,bottomlane radiant
326200,108,18,radiant,Aniquila_1000,1,105934,106,2.80398578643733e-05,Normal,bottomlane radiant
327266,107,18,radiant,Aniquila_1000,1,107000,107,2.8304384825358e-05,Normal,bottomlane radiant
328200,105,17,radiant,Aniquila_1000,1,107934,108,2.85689117863426e-05,Normal,bottomlane radiant
329066,106,18,radiant,Aniquila_1000,1,108800,109,2.88334387473273e-05,Normal,bottomlane radiant
330200,104,17,radiant,Aniquila_1000,1,109934,110,2.90979657083119e-05,Normal,bottomlane radiant
330800,106,16,radiant,Aniquila_1000,1,110534,111,2.93624926692966e-05,Normal,bottomlane radiant
331666,105,16,radiant,Aniquila_1000,1,111400,112,2.96270196302812e-05,Normal,bottomlane radiant
