t,x,y,team,player,won,tstd,tsync,tper,tier,zone
156333,26,28,radiant,Allison,1,15867,0,0,VeryHigh,base1 radiant
156333,26,28,radiant,Allison,1,15867,1,5.53066755157348e-07,VeryHigh,base1 radiant
156333,26,28,radiant,Allison,1,15867,2,1.1061335103147e-06,VeryHigh,base1 radiant
156333,26,28,radiant,Allison,1,15867,3,1.65920026547204e-06,VeryHigh,base1 radiant
156333,26,28,radiant,Allison,1,15867,4,2.21226702062939e-06,VeryHigh,base1 radiant
156333,26,28,radiant,Allison,1,15867,5,2.76533377578674e-06,VeryHigh,base1 radiant
156333,26,28,radiant,Allison,1,15867,6,3.31840053094409e-06,VeryHigh,base1 radiant
156333,26,28,radiant,Allison,1,15867,7,3.87146728610143e-06,VeryHigh,base1 radiant
156333,26,28,radiant,Allison,1,15867,8,4.42453404125878e-06,VeryHigh,base1 radiant
156333,26,28,radiant,Allison,1,15867,9,4.97760079641613e-06,VeryHigh,base1 radiant
156333,26,28,radiant,Allison,1,15867,10,5.53066755157348e-06,VeryHigh,base1 radiant
156333,26,28,radiant,Allison,1,15867,11,6.08373430673082e-06,VeryHigh,base1 radiant
156333,26,28,radiant,Allison,1,15867,12,6.63680106188817e-06,VeryHigh,base1 radiant
156333,26,28,radiant,Allison,1,15867,13,7.18986781704552e-06,VeryHigh,base1 radiant
156333,26,28,radiant,Allison,1,15867,14,7.74293457220286e-06,VeryHigh,base1 radiant
156333,26,28,radiant,Allison,1,15867,15,8.29600132736021e-06,VeryHigh,base1 radiant
156333,26,28,radiant,Allison,1,15867,16,8.84906808251756e-06,VeryHigh,base1 radiant
157200,25,28,radiant,Allison,1,16734,17,9.40213483767491e-06,VeryHigh,base1 radiant
158266,26,28,radiant,Allison,1,17800,18,9.95520159283225e-06,VeryHigh,base1 radiant
159266,26,28,radiant,Allison,1,18800,19,1.05082683479896e-05,VeryHigh,base1 radiant
159266,26,28,radiant,Allison,1,18800,20,1.1061335103147e-05,VeryHigh,base1 radiant
161066,27,29,radiant,Allison,1,20600,21,1.16144018583043e-05,VeryHigh,base1 radiant
161066,27,29,radiant,Allison,1,20600,22,1.21674686134616e-05,VeryHigh,base1 radiant
162666,26,29,radiant,Allison,1,22200,23,1.2720535368619e-05,VeryHigh,base1 radiant
163866,27,29,radiant,Allison,1,23400,24,1.32736021237763e-05,VeryHigh,base1 radiant
165333,26,28,radiant,Allison,1,24867,25,1.38266688789337e-05,VeryHigh,base1 radiant
165866,27,29,radiant,Allison,1,25400,26,1.4379735634091e-05,VeryHigh,base1 radiant
165866,27,29,radiant,Allison,1,25400,27,1.49328023892484e-05,VeryHigh,base1 radiant
165866,27,29,radiant,Allison,1,25400,28,1.54858691444057e-05,VeryHigh,base1 radiant
165866,27,29,radiant,Allison,1,25400,29,1.60389358995631e-05,VeryHigh,base1 radiant
165866,27,29,radiant,Allison,1,25400,30,1.65920026547204e-05,VeryHigh,base1 radiant
165866,27,29,radiant,Allison,1,25400,31,1.71450694098778e-05,VeryHigh,base1 radiant
165866,27,29,radiant,Allison,1,25400,32,1.76981361650351e-05,VeryHigh,base1 radiant
165866,27,29,radiant,Allison,1,25400,33,1.82512029201925e-05,VeryHigh,base1 radiant
165866,27,29,radiant,Allison,1,25400,34,1.88042696753498e-05,VeryHigh,base1 radiant
