t,x,y,team,player,won,tstd,tsync,tper,tier,zone
139466,93,108,dire,Azrael,1,666,0,0,VeryHigh,base2 dire
139466,93,108,dire,Azrael,1,666,1,5.20779085511926e-07,VeryHigh,base2 dire
140466,91,107,dire,Azrael,1,1666,2,1.04155817102385e-06,VeryHigh,base2 dire
141800,88,106,dire,Azrael,1,3000,3,1.56233725653578e-06,VeryHigh,base2 dire
142733,86,106,dire,Azrael,1,3933,4,2.0831163420477e-06,VeryHigh,toplane dire
143666,84,105,dire,Azrael,1,4866,5,2.60389542755963e-06,VeryHigh,toplane dire
144133,84,104,dire,Azrael,1,5333,6,3.12467451307155e-06,VeryHigh,toplane dire
145733,83,104,dire,Azrael,1,6933,7,3.64545359858348e-06,VeryHigh,toplane dire
146266,82,104,dire,Azrael,1,7466,8,4.16623268409541e-06,VeryHigh,toplane dire
146266,82,104,dire,Azrael,1,7466,9,4.68701176960733e-06,VeryHigh,toplane dire
146266,82,104,dire,Azrael,1,7466,10,5.20779085511926e-06,VeryHigh,toplane dire
146266,82,104,dire,Azrael,1,7466,11,5.72856994063118e-06,VeryHigh,toplane dire
146266,82,104,dire,Azrael,1,7466,12,6.24934902614311e-06,VeryHigh,toplane dire
146266,82,104,dire,Azrael,1,7466,13,6.77012811165504e-06,VeryHigh,toplane dire
152400,83,105,dire,Azrael,1,13600,14,7.29090719716696e-06,VeryHigh,toplane dire
152400,83,105,dire,Azrael,1,13600,15,7.81168628267889e-06,VeryHigh,toplane dire
154800,84,105,dire,Azrael,1,16000,16,8.33246536819081e-06,VeryHigh,toplane dire
155000,83,105,dire,Azrael,1,16200,17,8.85324445370274e-06,VeryHigh,toplane dire
155000,83,105,dire,Azrael,1,16200,18,9.37402353921467e-06,VeryHigh,toplane dire
155000,83,105,dire,Azrael,1,16200,19,9.89480262472659e-06,VeryHigh,toplane dire
155000,83,105,dire,Azrael,1,16200,20,1.04155817102385e-05,VeryHigh,toplane dire
155000,83,105,dire,Azrael,1,16200,21,1.09363607957504e-05,VeryHigh,toplane dire
155000,83,105,dire,Azrael,1,16200,22,1.14571398812624e-05,VeryHigh,toplane dire
155000,83,105,dire,Azrael,1,16200,23,1.19779189667743e-05,VeryHigh,toplane dire
155000,83,105,dire,Azrael,1,16200,24,1.24986980522862e-05,VeryHigh,toplane dire
155000,83,105,dire,Azrael,1,16200,25,1.30194771377981e-05,VeryHigh,toplane dire
155000,83,105,dire,Azrael,1,16200,26,1.35402562233101e-05,VeryHigh,toplane dire
155000,83,105,dire,Azrael,1,16200,27,1.4061035308822e-05,VeryHigh,toplane dire
166533,81,105,dire,Azrael,1,27733,28,1.45818143943339e-05,VeryHigh,toplane dire
167666,79,104,dire,Azrael,1,28866,29,1.51025934798458e-05,VeryHigh,toplane dire
168533,77,104,dire,Azrael,1,29733,30,1.56233725653578e-05,VeryHigh,toplane dire
169800,75,104,dire,Azrael,1,31000,31,1.61441516508697e-05,VeryHigh,toplane dire
170800,72,105,dire,Azrael,1,32000,32,1.66649307363816e-05,VeryHigh,toplane dire
