match_id,winner_ratio,loser_ratio
569649581,0.2713967337501793,0.08094074936637315
569716737,0.07813793759860568,0.1008733910514545
579132234,0.33865044683861967,0.12063543612009987
580607270,0.06437390637743436,0.08133623220112175
580713548,0.10932197267990108,0.1531644761057072
580795951,0.1534442273516786,0.2771251762563602
588972183,0.10103262844117764,0.04558484391188721
589072947,0.16264907668452347,0.22035809045972446
589157786,0.18097354707678484,0.16863619181244163
590348637,0.04547463092183027,0.014315281592097006
590436483,0.09823076358178659,0.1232800846321396
590518928,0.12527432158230767,0.0025149602012689686
591705499,0.17049316931326675,0.07167427123978112
591798786,0.037138350029635774,0.21656707742101258
591890072,0.13145038172748158,0.11177559115525114
593051940,0.16376938217933532,0.05264939476033237
593144800,0.09271497359349475,0.16091225909895282
599472634,0.008701303292752415,0.07650883983934542
599569853,0.06993764256851116,0.3827311619107516
599633031,0.12463366409908679,0.0884809026490699
600841581,0.18331774481779545,0.04231798429656081
600946678,0.05063644166552314,0.024245571626170408
601028596,0.2916692002473638,0.09599693383431139
602248335,0.20282206895365323,0.1153807820982837
602341542,0.08874679047847743,0.0987014872641788
610263617,0.20557629891423554,0.13314641995376408
610363820,0.03170723955149598,0.048909522520465404
610451558,0.034492549639373475,0.06790695692633657
611706372,0.21238471152313018,0.16637386126864856
611805511,0.004118356081020591,0.14301549119708268
613149649,0.12007433001955423,0.1554392888441178
613258812,0.02177940233066746,0.03990194894744209
621041235,0.07314069052211014,0.14342093568399766
621214317,0.03208029600097214,0.050420246562406436
621620590,0.11823795070126435,0.04100870484050436
621624233,0.10348822147009498,0.15762104901479262
621885923,0.07131275147328893,0.04009316111968487
623172202,0.0130138918068268,0.2345672171773124
623199714,0.02447747573840414,0.15021195924280234
623246765,0.27069866007317667,0.11372548087066943
623384981,0.09832958039704999,0.0013125286278072303
623642286,0.046406225096203596,0.11245556144216037
624579175,0.05207728578298513,0.02798753554085241
624608163,0.09657079105468848,0.027557323810763094
624642968,0.006978469136044422,0.14419208601897515
624692548,0.1658282462782712,0.09958246282252887
624755961,0.2461550634877462,0.12036685389954574
624816454,0.033666768265048434,0.052429500297383115
625739549,0.004634718576978982,0.022184294514825335
625840949,0.015440479660829825,0.030734902463326295
625935277,0.008658714059805991,0.051527082362279646
626519881,0.19501400909071845,0.23750260639881082
626780627,0.17607044747390055,0.09910286361260313
