t,x,y,team,player,won,tstd,tsync,tper,tier,zone
720000,100,12,radiant,anassarg,1,13200,0,0,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,1,3.14465408805031e-07,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,2,6.28930817610063e-07,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,3,9.43396226415094e-07,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,4,1.25786163522013e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,5,1.57232704402516e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,6,1.88679245283019e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,7,2.20125786163522e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,8,2.51572327044025e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,9,2.83018867924528e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,10,3.14465408805031e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,11,3.45911949685535e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,12,3.77358490566038e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,13,4.08805031446541e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,14,4.40251572327044e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,15,4.71698113207547e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,16,5.0314465408805e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,17,5.34591194968553e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,18,5.66037735849057e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,19,5.9748427672956e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,20,6.28930817610063e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,21,6.60377358490566e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,22,6.91823899371069e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,23,7.23270440251572e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,24,7.54716981132075e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,25,7.86163522012579e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,26,8.17610062893082e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,27,8.49056603773585e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,28,8.80503144654088e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,29,9.11949685534591e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,30,9.43396226415094e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,31,9.74842767295597e-06,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,32,1.0062893081761e-05,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,33,1.0377358490566e-05,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,34,1.06918238993711e-05,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,35,1.10062893081761e-05,High,bottomlane radiant
720000,100,12,radiant,anassarg,1,13200,36,1.13207547169811e-05,High,bottomlane radiant
743800,102,13,radiant,anassarg,1,37000,37,1.16352201257862e-05,High,bottomlane radiant
744600,104,14,radiant,anassarg,1,37800,38,1.19496855345912e-05,High,bottomlane radiant
745200,105,15,radiant,anassarg,1,38400,39,1.22641509433962e-05,High,bottomlane radiant
745200,105,15,radiant,anassarg,1,38400,40,1.25786163522013e-05,High,bottomlane radiant
747533,107,16,radiant,anassarg,1,40733,41,1.28930817610063e-05,High,bottomlane radiant
748333,108,18,radiant,anassarg,1,41533,42,1.32075471698113e-05,High,bottomlane radiant
748333,108,18,radiant,anassarg,1,41533,43,1.35220125786164e-05,High,bottomlane radiant
748333,108,18,radiant,anassarg,1,41533,44,1.38364779874214e-05,High,bottomlane radiant
751533,109,20,radiant,anassarg,1,44733,45,1.41509433962264e-05,High,bottomlane radiant
752000,109,21,radiant,anassarg,1,45200,46,1.44654088050314e-05,High,bottomlane radiant
753733,110,21,radiant,anassarg,1,46933,47,1.47798742138365e-05,High,bottomlane radiant
754533,109,19,radiant,anassarg,1,47733,48,1.50943396226415e-05,High,bottomlane radiant
755800,108,16,radiant,anassarg,1,49000,49,1.54088050314465e-05,High,bottomlane radiant
755800,108,16,radiant,anassarg,1,49000,50,1.57232704402516e-05,High,bottomlane radiant
755800,108,16,radiant,anassarg,1,49000,51,1.60377358490566e-05,High,bottomlane radiant
758666,107,17,radiant,anassarg,1,51866,52,1.63522012578616e-05,High,bottomlane radiant
758666,107,17,radiant,anassarg,1,51866,53,1.66666666666667e-05,High,bottomlane radiant
758666,107,17,radiant,anassarg,1,51866,54,1.69811320754717e-05,High,bottomlane radiant
760933,107,18,radiant,anassarg,1,54133,55,1.72955974842767e-05,High,bottomlane radiant
760933,107,18,radiant,anassarg,1,54133,56,1.76100628930818e-05,High,bottomlane radiant
763800,108,21,radiant,anassarg,1,57000,57,1.79245283018868e-05,High,bottomlane radiant
764666,109,23,radiant,anassarg,1,57866,58,1.82389937106918e-05,High,bottomlane radiant
765733,108,24,radiant,anassarg,1,58933,59,1.85534591194969e-05,High,bottomlane radiant
766200,109,25,radiant,anassarg,1,59400,60,1.88679245283019e-05,High,bottomlane radiant
767666,108,23,radiant,anassarg,1,60866,61,1.91823899371069e-05,High,bottomlane radiant
768800,108,20,radiant,anassarg,1,62000,62,1.94968553459119e-05,High,bottomlane radiant
769666,107,18,radiant,anassarg,1,62866,63,1.9811320754717e-05,High,bottomlane radiant
769666,107,18,radiant,anassarg,1,62866,64,2.0125786163522e-05,High,bottomlane radiant
771600,106,16,radiant,anassarg,1,64800,65,2.0440251572327e-05,High,bottomlane radiant
772666,105,13,radiant,anassarg,1,65866,66,2.07547169811321e-05,High,bottomlane radiant
772666,105,13,radiant,anassarg,1,65866,67,2.10691823899371e-05,High,bottomlane radiant
774800,106,14,radiant,anassarg,1,68000,68,2.13836477987421e-05,High,bottomlane radiant
774800,106,14,radiant,anassarg,1,68000,69,2.16981132075472e-05,High,bottomlane radiant
776200,105,15,radiant,anassarg,1,69400,70,2.20125786163522e-05,High,bottomlane radiant
777800,106,16,radiant,anassarg,1,71000,71,2.23270440251572e-05,High,bottomlane radiant
778733,107,18,radiant,anassarg,1,71933,72,2.26415094339623e-05,High,bottomlane radiant
778733,107,18,radiant,anassarg,1,71933,73,2.29559748427673e-05,High,bottomlane radiant
780733,105,16,radiant,anassarg,1,73933,74,2.32704402515723e-05,High,bottomlane radiant
781266,105,14,radiant,anassarg,1,74466,75,2.35849056603774e-05,High,bottomlane radiant
782733,104,14,radiant,anassarg,1,75933,76,2.38993710691824e-05,High,bottomlane radiant
782866,104,15,radiant,anassarg,1,76066,77,2.42138364779874e-05,High,bottomlane radiant
783933,103,15,radiant,anassarg,1,77133,78,2.45283018867925e-05,High,bottomlane radiant
783933,103,15,radiant,anassarg,1,77133,79,2.48427672955975e-05,High,bottomlane radiant
786666,103,17,radiant,anassarg,1,79866,80,2.51572327044025e-05,High,bottomlane radiant
787400,103,16,radiant,anassarg,1,80600,81,2.54716981132075e-05,High,bottomlane radiant
787400,103,16,radiant,anassarg,1,80600,82,2.57861635220126e-05,High,bottomlane radiant
789666,101,14,radiant,anassarg,1,82866,83,2.61006289308176e-05,High,bottomlane radiant
790000,100,14,radiant,anassarg,1,83200,84,2.64150943396226e-05,High,bottomlane radiant
790000,100,14,radiant,anassarg,1,83200,85,2.67295597484277e-05,High,bottomlane radiant
790000,100,14,radiant,anassarg,1,83200,86,2.70440251572327e-05,High,bottomlane radiant
793466,99,12,radiant,anassarg,1,86666,87,2.73584905660377e-05,High,bottomlane radiant
793466,99,12,radiant,anassarg,1,86666,88,2.76729559748428e-05,High,bottomlane radiant
793466,99,12,radiant,anassarg,1,86666,89,2.79874213836478e-05,High,bottomlane radiant
796533,100,12,radiant,anassarg,1,89733,90,2.83018867924528e-05,High,bottomlane radiant
