t,x,y,team,player,won,tstd,tsync,tper,tier,zone
382000,26,29,radiant,Currency,0,12000,0,0,High,base1 radiant
382000,26,29,radiant,Currency,0,12000,1,3.16709665282223e-07,High,base1 radiant
382000,26,29,radiant,Currency,0,12000,2,6.33419330564446e-07,High,base1 radiant
382000,26,29,radiant,Currency,0,12000,3,9.50128995846669e-07,High,base1 radiant
382000,26,29,radiant,Currency,0,12000,4,1.26683866112889e-06,High,base1 radiant
382000,26,29,radiant,Currency,0,12000,5,1.58354832641112e-06,High,base1 radiant
382000,26,29,radiant,Currency,0,12000,6,1.90025799169334e-06,High,base1 radiant
382000,26,29,radiant,Currency,0,12000,7,2.21696765697556e-06,High,base1 radiant
382000,26,29,radiant,Currency,0,12000,8,2.53367732225779e-06,High,base1 radiant
382000,26,29,radiant,Currency,0,12000,9,2.85038698754001e-06,High,base1 radiant
382000,26,29,radiant,Currency,0,12000,10,3.16709665282223e-06,High,base1 radiant
382000,26,29,radiant,Currency,0,12000,11,3.48380631810445e-06,High,base1 radiant
382000,26,29,radiant,Currency,0,12000,12,3.80051598338668e-06,High,base1 radiant
382200,27,29,radiant,Currency,0,12200,13,4.1172256486689e-06,High,base1 radiant
383200,26,29,radiant,Currency,0,13200,14,4.43393531395112e-06,High,base1 radiant
384933,26,29,radiant,Currency,0,14933,15,4.75064497923335e-06,High,base1 radiant
385666,25,28,radiant,Currency,0,15666,16,5.06735464451557e-06,High,base1 radiant
386733,26,29,radiant,Currency,0,16733,17,5.38406430979779e-06,High,base1 radiant
387933,26,28,radiant,Currency,0,17933,18,5.70077397508002e-06,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,19,6.01748364036224e-06,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,20,6.33419330564446e-06,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,21,6.65090297092669e-06,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,22,6.96761263620891e-06,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,23,7.28432230149113e-06,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,24,7.60103196677336e-06,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,25,7.91774163205558e-06,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,26,8.2344512973378e-06,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,27,8.55116096262002e-06,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,28,8.86787062790225e-06,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,29,9.18458029318447e-06,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,30,9.50128995846669e-06,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,31,9.81799962374892e-06,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,32,1.01347092890311e-05,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,33,1.04514189543134e-05,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,34,1.07681286195956e-05,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,35,1.10848382848778e-05,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,36,1.140154795016e-05,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,37,1.17182576154423e-05,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,38,1.20349672807245e-05,High,base1 radiant
388066,26,29,radiant,Currency,0,18066,39,1.23516769460067e-05,High,base1 radiant
409600,27,29,radiant,Currency,0,39600,40,1.26683866112889e-05,High,base1 radiant
411000,27,29,radiant,Currency,0,41000,41,1.29850962765711e-05,High,base1 radiant
411200,26,29,radiant,Currency,0,41200,42,1.33018059418534e-05,High,base1 radiant
412733,26,28,radiant,Currency,0,42733,43,1.36185156071356e-05,High,base1 radiant
412733,26,28,radiant,Currency,0,42733,44,1.39352252724178e-05,High,base1 radiant
414466,26,29,radiant,Currency,0,44466,45,1.42519349377e-05,High,base1 radiant
414466,26,29,radiant,Currency,0,44466,46,1.45686446029823e-05,High,base1 radiant
414466,26,29,radiant,Currency,0,44466,47,1.48853542682645e-05,High,base1 radiant
414466,26,29,radiant,Currency,0,44466,48,1.52020639335467e-05,High,base1 radiant
418933,26,28,radiant,Currency,0,48933,49,1.55187735988289e-05,High,base1 radiant
418933,26,28,radiant,Currency,0,48933,50,1.58354832641112e-05,High,base1 radiant
420066,26,28,radiant,Currency,0,50066,51,1.61521929293934e-05,High,base1 radiant
421733,27,29,radiant,Currency,0,51733,52,1.64689025946756e-05,High,base1 radiant
422800,29,28,radiant,Currency,0,52800,53,1.67856122599578e-05,High,base1 radiant
423266,30,28,radiant,Currency,0,53266,54,1.710232192524e-05,High,base1 radiant
