t,x,y,team,player,won,tstd,tsync,tper,tier,zone
248300,45,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,0,0,0,Normal,bottomlane radiant
249200,47,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,900,1,3.78663665630895e-07,Normal,bottomlane radiant
250033,49,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,1733,2,7.57327331261791e-07,Normal,bottomlane radiant
251000,51,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,2700,3,1.13599099689269e-06,Normal,bottomlane radiant
252266,54,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,3966,4,1.51465466252358e-06,Normal,bottomlane radiant
253133,56,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,4833,5,1.89331832815448e-06,Normal,bottomlane radiant
254033,58,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,5733,6,2.27198199378537e-06,Normal,bottomlane radiant
254900,60,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,6600,7,2.65064565941627e-06,Normal,bottomlane radiant
256233,63,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,7933,8,3.02930932504716e-06,Normal,bottomlane radiant
257100,65,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,8800,9,3.40797299067806e-06,Normal,bottomlane radiant
258000,67,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,9700,10,3.78663665630895e-06,Normal,bottomlane radiant
258866,69,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,10566,11,4.16530032193985e-06,Normal,bottomlane radiant
260233,72,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,11933,12,4.54396398757074e-06,Normal,bottomlane radiant
261066,74,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,12766,13,4.92262765320164e-06,Normal,bottomlane radiant
262000,76,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,13700,14,5.30129131883253e-06,Normal,bottomlane radiant
263300,79,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,15000,15,5.67995498446343e-06,Normal,bottomlane radiant
264200,81,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,15900,16,6.05861865009433e-06,Normal,bottomlane radiant
265033,83,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,16733,17,6.43728231572522e-06,Normal,bottomlane radiant
265966,85,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,17666,18,6.81594598135612e-06,Normal,bottomlane radiant
267300,88,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,19000,19,7.19460964698701e-06,Normal,bottomlane radiant
268133,90,11,radiant,%5Binquisition%5D%20Li%D0%B0rwizz,0,19833,20,7.57327331261791e-06,Normal,bottomlane radiant
