t,x,y,team,player,won,tstd,tsync,tper,tier,zone
99333,116,108,dire,Empire%2EALWAYSWANNAFLY,1,467,0,0,Pro,base2 dire
99333,116,108,dire,Empire%2EALWAYSWANNAFLY,1,467,1,4.27307879172715e-07,Pro,base2 dire
99333,116,108,dire,Empire%2EALWAYSWANNAFLY,1,467,2,8.5461575834543e-07,Pro,base2 dire
101866,115,108,dire,Empire%2EALWAYSWANNAFLY,1,3000,3,1.28192363751814e-06,Pro,base2 dire
102800,114,107,dire,Empire%2EALWAYSWANNAFLY,1,3934,4,1.70923151669086e-06,Pro,base2 dire
102800,114,107,dire,Empire%2EALWAYSWANNAFLY,1,3934,5,2.13653939586357e-06,Pro,base2 dire
102800,114,107,dire,Empire%2EALWAYSWANNAFLY,1,3934,6,2.56384727503629e-06,Pro,base2 dire
102800,114,107,dire,Empire%2EALWAYSWANNAFLY,1,3934,7,2.991155154209e-06,Pro,base2 dire
106800,111,107,dire,Empire%2EALWAYSWANNAFLY,1,7934,8,3.41846303338172e-06,Pro,base2 dire
107666,109,108,dire,Empire%2EALWAYSWANNAFLY,1,8800,9,3.84577091255443e-06,Pro,base2 dire
108466,107,108,dire,Empire%2EALWAYSWANNAFLY,1,9600,10,4.27307879172715e-06,Pro,base2 dire
109733,104,108,dire,Empire%2EALWAYSWANNAFLY,1,10867,11,4.70038667089986e-06,Pro,base2 dire
110533,102,109,dire,Empire%2EALWAYSWANNAFLY,1,11667,12,5.12769455007258e-06,Pro,base2 dire
111866,99,108,dire,Empire%2EALWAYSWANNAFLY,1,13000,13,5.55500242924529e-06,Pro,base2 dire
112600,97,108,dire,Empire%2EALWAYSWANNAFLY,1,13734,14,5.98231030841801e-06,Pro,base2 dire
113800,94,108,dire,Empire%2EALWAYSWANNAFLY,1,14934,15,6.40961818759072e-06,Pro,base2 dire
114600,92,108,dire,Empire%2EALWAYSWANNAFLY,1,15734,16,6.83692606676344e-06,Pro,base2 dire
